"user1_id","user2_id","u1_looking_for_type","u1_city","u1_budget_min","u1_budget_max","u1_hobby_gym","u1_hobby_gaming","u1_hobby_cooking","u1_hobby_creative","u1_hobby_hiking","u1_hobby_music","u1_hobby_movies","u1_hobby_foodie","u1_hobby_partying","u1_hobby_reading","u1_pref_smoking","u1_pref_drinking","u1_pref_introverted","u1_pref_clean_high","u1_pref_noise_sensitive","u1_pref_guests_ok","u1_pref_student","u1_pref_night_owl","u2_looking_for_type","u2_city","u2_budget_min","u2_budget_max","u2_hobby_gym","u2_hobby_gaming","u2_hobby_cooking","u2_hobby_creative","u2_hobby_hiking","u2_hobby_music","u2_hobby_movies","u2_hobby_foodie","u2_hobby_partying","u2_hobby_reading","u2_pref_smoking","u2_pref_drinking","u2_pref_introverted","u2_pref_clean_high","u2_pref_noise_sensitive","u2_pref_guests_ok","u2_pref_student","u2_pref_night_owl","y_match"
"13","16","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0"
"14","16","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0"
"15","16","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0"
"1","17","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"2","17","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"3","17","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"4","17","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"5","17","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"6","17","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"7","17","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"8","17","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"9","17","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"10","17","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"12","17","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"13","17","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"14","17","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"15","17","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"16","17","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","0"
"1","18","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"2","18","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"3","18","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"4","18","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"5","18","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"6","18","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"7","18","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"8","18","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"9","18","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"10","18","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"12","18","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"13","18","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"14","18","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"15","18","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"16","18","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"17","18","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","0"
"1","19","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"2","19","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"3","19","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"4","19","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"5","19","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"6","19","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"7","19","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"8","19","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"9","19","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"10","19","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"12","19","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"13","19","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"14","19","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"15","19","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"16","19","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"17","19","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0"
"18","19","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","1"
"1","20","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"2","20","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"3","20","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"4","20","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"5","20","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"6","20","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"7","20","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"8","20","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"9","20","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"10","20","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"12","20","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"13","20","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"14","20","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"15","20","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"16","20","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","1"
"17","20","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"18","20","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"19","20","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0"
"1","21","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"2","21","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"3","21","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"4","21","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"5","21","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"6","21","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"7","21","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"8","21","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"9","21","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"10","21","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"12","21","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"13","21","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"14","21","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"15","21","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"16","21","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"17","21","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"18","21","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","1"
"19","21","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","1"
"20","21","ROOMMATE","Huddersfield","500","700","1","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","400","800","0","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","1","0","0"
"1","22","ROOM_AND_ROOMMATE","Huddersfield","400","1000","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"2","22","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"3","22","JOIN_GROUP","Huddersfield","600","1000","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"4","22","ROOM_AND_ROOMMATE","Huddersfield","700","1000","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"5","22","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"6","22","JOIN_GROUP","Huddersfield","550","800","1","1","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"7","22","ROOM_AND_ROOMMATE","Huddersfield","400","830","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"8","22","ROOMMATE","Huddersfield","400","800","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"9","22","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"10","22","ROOMMATE","Huddersfield","700","1200","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"12","22","ROOMMATE","Huddersfield","600","900","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"13","22","ROOM_AND_ROOMMATE","Huddersfield","400","800","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"14","22","ROOMMATE","Huddersfield","400","1300","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"15","22","JOIN_GROUP","Huddersfield","600","1000","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"16","22","ROOMMATE","Huddersfield","800","1000","1","0","1","0","1","1","1","0","1","1","0","1","0","1","1","1","0","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"17","22","ROOMMATE","Huddersfield","500","900","0","1","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","1","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0"
"18","22","JOIN_GROUP","Huddersfield","500","800","1","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1"
"19","22","ROOM_AND_ROOMMATE","Huddersfield","600","800","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","ROOM_AND_ROOMMATE","Huddersfield","500","600","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1"
